timestamp,src_ip,dst_ip,port,protocol,action
2025-05-17 10:55:43,192.168.1.79,192.168.1.227,21,UDP,ACCEPT
2025-05-17 16:42:07,192.168.1.203,192.168.1.153,3306,UDP,DROP
2025-05-17 15:15:06,192.168.1.143,192.168.1.102,22,ICMP,ACCEPT
2025-05-17 14:02:01,192.168.1.103,192.168.1.150,143,UDP,REJECT
2025-05-17 10:39:33,192.168.1.242,192.168.1.43,110,TCP,DROP
2025-05-18 09:38:54,192.168.1.29,192.168.1.54,25,UDP,ACCEPT
2025-05-17 14:46:40,192.168.1.251,192.168.1.54,443,ICMP,ACCEPT
2025-05-17 22:02:46,192.168.1.108,192.168.1.130,8080,ICMP,DROP
2025-05-18 04:42:28,192.168.1.32,192.168.1.59,80,TCP,ACCEPT
2025-05-17 14:25:09,192.168.1.118,192.168.1.15,110,UDP,REJECT
2025-05-17 11:50:35,192.168.1.87,192.168.1.230,8080,ICMP,ACCEPT
2025-05-18 00:32:20,192.168.1.96,192.168.1.180,8080,TCP,REJECT
2025-05-18 03:32:50,192.168.1.149,192.168.1.83,143,ICMP,ACCEPT
2025-05-18 02:10:08,192.168.1.228,192.168.1.123,8080,ICMP,REJECT
2025-05-17 19:43:00,192.168.1.241,192.168.1.81,8080,TCP,DROP
2025-05-17 09:59:08,192.168.1.41,192.168.1.74,110,UDP,DROP
2025-05-17 10:48:49,192.168.1.60,192.168.1.1,443,UDP,ACCEPT
2025-05-18 06:58:20,192.168.1.52,192.168.1.246,443,UDP,DROP
2025-05-17 21:32:55,192.168.1.58,192.168.1.40,8080,ICMP,REJECT
2025-05-17 11:19:08,192.168.1.157,192.168.1.62,8080,UDP,ACCEPT
2025-05-17 16:04:58,192.168.1.91,192.168.1.1,143,UDP,REJECT
2025-05-17 14:46:14,192.168.1.34,192.168.1.14,22,TCP,ACCEPT
2025-05-17 19:37:42,192.168.1.45,192.168.1.119,21,TCP,REJECT
2025-05-18 04:02:57,192.168.1.218,192.168.1.137,3306,UDP,ACCEPT
2025-05-17 16:15:42,192.168.1.54,192.168.1.226,53,ICMP,ACCEPT
2025-05-18 05:48:59,192.168.1.15,192.168.1.141,53,TCP,ACCEPT
2025-05-17 20:23:09,192.168.1.197,192.168.1.228,53,UDP,REJECT
2025-05-17 23:38:59,192.168.1.31,192.168.1.210,8080,TCP,ACCEPT
2025-05-18 02:25:08,192.168.1.179,192.168.1.220,8080,UDP,REJECT
2025-05-18 04:52:23,192.168.1.4,192.168.1.214,80,UDP,DROP
2025-05-17 12:48:58,192.168.1.244,192.168.1.176,110,TCP,DROP
2025-05-18 10:03:08,192.168.1.251,192.168.1.101,8080,UDP,ACCEPT
2025-05-17 18:19:30,192.168.1.136,192.168.1.231,143,UDP,DROP
2025-05-18 06:20:17,192.168.1.227,192.168.1.148,8080,TCP,ACCEPT
2025-05-18 10:25:23,192.168.1.223,192.168.1.71,443,TCP,REJECT
2025-05-17 21:41:00,192.168.1.252,192.168.1.214,53,UDP,ACCEPT
2025-05-17 15:44:40,192.168.1.162,192.168.1.61,443,ICMP,ACCEPT
2025-05-18 09:47:34,192.168.1.105,192.168.1.70,25,ICMP,DROP
2025-05-18 07:23:46,192.168.1.53,192.168.1.82,53,ICMP,ACCEPT
2025-05-18 11:13:01,192.168.1.252,192.168.1.218,443,ICMP,DROP
2025-05-18 05:44:50,192.168.1.200,192.168.1.154,3306,ICMP,DROP
2025-05-17 19:49:32,192.168.1.210,192.168.1.46,80,ICMP,ACCEPT
2025-05-18 07:58:00,192.168.1.23,192.168.1.162,21,TCP,ACCEPT
2025-05-18 00:09:36,192.168.1.221,192.168.1.24,25,TCP,DROP
2025-05-17 10:59:04,192.168.1.242,192.168.1.10,21,UDP,DROP
2025-05-18 08:43:18,192.168.1.169,192.168.1.72,21,TCP,REJECT
2025-05-17 11:44:52,192.168.1.94,192.168.1.165,143,ICMP,DROP
2025-05-18 11:29:45,192.168.1.206,192.168.1.207,143,UDP,ACCEPT
2025-05-17 21:47:52,192.168.1.189,192.168.1.58,80,ICMP,DROP
2025-05-18 03:50:04,192.168.1.18,192.168.1.34,25,UDP,DROP
2025-05-18 09:58:50,192.168.1.174,192.168.1.159,3306,TCP,REJECT
2025-05-18 01:00:58,192.168.1.84,192.168.1.148,443,UDP,DROP
2025-05-17 11:06:54,192.168.1.27,192.168.1.114,25,TCP,DROP
2025-05-18 07:40:25,192.168.1.53,192.168.1.134,110,ICMP,DROP
2025-05-17 13:50:31,192.168.1.218,192.168.1.92,3306,UDP,REJECT
2025-05-17 14:40:56,192.168.1.254,192.168.1.66,53,ICMP,ACCEPT
2025-05-18 07:45:32,192.168.1.156,192.168.1.135,80,ICMP,DROP
2025-05-17 08:05:47,192.168.1.205,192.168.1.238,110,UDP,ACCEPT
2025-05-17 12:27:50,192.168.1.229,192.168.1.235,143,TCP,DROP
2025-05-17 11:28:49,192.168.1.7,192.168.1.219,143,UDP,REJECT
2025-05-17 18:36:54,192.168.1.78,192.168.1.189,80,UDP,DROP
2025-05-17 21:29:08,192.168.1.135,192.168.1.139,3306,UDP,ACCEPT
2025-05-17 22:33:51,192.168.1.59,192.168.1.79,3306,UDP,REJECT
2025-05-17 11:58:53,192.168.1.77,192.168.1.62,443,TCP,ACCEPT
2025-05-17 15:19:00,192.168.1.163,192.168.1.166,8080,TCP,DROP
2025-05-17 19:30:45,192.168.1.206,192.168.1.189,143,UDP,DROP
2025-05-17 23:16:39,192.168.1.225,192.168.1.230,53,UDP,DROP
2025-05-17 16:56:51,192.168.1.193,192.168.1.229,110,ICMP,REJECT
2025-05-17 22:33:39,192.168.1.119,192.168.1.174,22,ICMP,REJECT
2025-05-18 00:32:23,192.168.1.228,192.168.1.17,143,ICMP,REJECT
2025-05-18 09:36:00,192.168.1.132,192.168.1.65,8080,TCP,REJECT
2025-05-17 12:43:28,192.168.1.73,192.168.1.86,21,ICMP,REJECT
2025-05-17 08:08:10,192.168.1.227,192.168.1.212,8080,TCP,DROP
2025-05-18 08:32:32,192.168.1.156,192.168.1.156,143,UDP,REJECT
2025-05-17 17:03:56,192.168.1.78,192.168.1.75,53,TCP,ACCEPT
2025-05-18 02:11:39,192.168.1.239,192.168.1.29,53,ICMP,DROP
2025-05-18 04:36:22,192.168.1.205,192.168.1.30,110,UDP,REJECT
